,Id,path,action,object,Self-reported fluency level ,First Language spoken,Current language used for work/school,speakerId,gender,ageRange,mfccs
780,780,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/0aca6800-452e-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,8,1,0,-12.886764
781,781,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/0d62c620-452e-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,8,1,0,-11.205854
782,782,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/0fb2f7b0-452e-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,8,1,0,-11.371941
783,783,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/126ce790-452e-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,8,1,0,-9.389957
784,784,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/15723850-452e-11e9-b1e4-e5985dca719e.wav,decrease,heat,3,1,2,8,1,0,-12.266185
785,785,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/810ebe30-452e-11e9-b1e4-e5985dca719e.wav,activate,music,3,1,2,8,1,0,-14.846528
786,786,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/839ce320-452e-11e9-b1e4-e5985dca719e.wav,activate,music,3,1,2,8,1,0,-12.549653
787,787,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/c7884700-452e-11e9-b1e4-e5985dca719e.wav,change language,none,3,1,2,8,1,0,-13.008275
788,788,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/ca5dae20-452e-11e9-b1e4-e5985dca719e.wav,change language,none,3,1,2,8,1,0,-11.632007
789,789,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/cd2580b0-452e-11e9-b1e4-e5985dca719e.wav,change language,none,3,1,2,8,1,0,-12.9565525
790,790,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/cfdbee20-452e-11e9-b1e4-e5985dca719e.wav,change language,none,3,1,2,8,1,0,-14.169852
791,791,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/d25811b0-452e-11e9-b1e4-e5985dca719e.wav,change language,none,3,1,2,8,1,0,-15.079325
792,792,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/d4d8f030-452e-11e9-b1e4-e5985dca719e.wav,change language,none,3,1,2,8,1,0,-16.062048
793,793,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/d7df2b50-452e-11e9-b1e4-e5985dca719e.wav,change language,none,3,1,2,8,1,0,-15.212302
794,794,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/dac422d0-452e-11e9-b1e4-e5985dca719e.wav,change language,none,3,1,2,8,1,0,-15.401849
795,795,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/dd62e990-452e-11e9-b1e4-e5985dca719e.wav,change language,none,3,1,2,8,1,0,-15.234692
796,796,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/e021bb70-452e-11e9-b1e4-e5985dca719e.wav,change language,none,3,1,2,8,1,0,-15.984662
797,797,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/5a07d530-454a-11e9-aa52-bf2189a03a60.wav,deactivate,lights,3,1,2,9,1,1,-27.209822
798,798,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/5cc68000-454a-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-24.724985
799,799,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/63fca930-454a-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-19.528202
800,800,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/6cf765c0-454a-11e9-aa52-bf2189a03a60.wav,deactivate,lights,3,1,2,9,1,1,-19.926466
801,801,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/6f169c40-454a-11e9-aa52-bf2189a03a60.wav,deactivate,lights,3,1,2,9,1,1,-19.105984
802,802,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/711fd9c0-454a-11e9-aa52-bf2189a03a60.wav,deactivate,lights,3,1,2,9,1,1,-21.070986
803,803,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/73432ef0-454a-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-20.886177
804,804,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/7e867bf0-454a-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-20.24202
805,805,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/83ab0330-454a-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-17.701637
806,806,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/862ca500-454a-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-19.275759
807,807,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/88a19ca0-454a-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-19.459492
808,808,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/9999a2f0-454a-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-16.870974
809,809,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/9c01f060-454a-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-16.070118
810,810,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/9e413200-454a-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-18.315474
811,811,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/a0c4cfa0-454a-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-20.451954
812,812,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/a81f70c0-454a-11e9-aa52-bf2189a03a60.wav,activate,music,3,1,2,9,1,1,-22.265598
813,813,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/aa6edf00-454a-11e9-aa52-bf2189a03a60.wav,activate,music,3,1,2,9,1,1,-20.635447
814,814,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/ac731370-454a-11e9-aa52-bf2189a03a60.wav,activate,music,3,1,2,9,1,1,-19.098663
815,815,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/aeac88b0-454a-11e9-aa52-bf2189a03a60.wav,activate,music,3,1,2,9,1,1,-20.536934
816,816,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/08c458a0-454b-11e9-aa52-bf2189a03a60.wav,deactivate,lights,3,1,2,9,1,1,-16.38892
817,817,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/36bf6f10-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-19.039408
818,818,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/38dd1ef0-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-19.585917
819,819,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/3b1b2810-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-20.313185
820,820,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/3d76cb50-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-17.532656
821,821,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/3fa34840-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-17.5491
822,822,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/41f68710-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-17.271345
823,823,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/44500770-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-20.393513
824,824,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/46b21350-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-20.423424
825,825,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/49a848e0-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-18.70092
826,826,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/4c5e1a10-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-20.386806
827,827,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/4f1c76c0-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-16.196478
828,828,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/51a8c6f0-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-20.291397
829,829,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/546d1710-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-19.691133
830,830,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/57152ca0-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-21.705261
831,831,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/598a9970-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-28.323318
832,832,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/5c1c67e0-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-19.476772
833,833,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/5f035b30-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-23.484766
834,834,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/6287c700-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-15.35489
835,835,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/65df7d80-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-18.10923
836,836,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/6a775520-454b-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-14.02807
837,837,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/6cec9ae0-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-19.029243
838,838,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/6f243b60-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-17.128279
839,839,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/715aa360-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-18.024176
840,840,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/73b0a150-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-16.163364
841,841,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/760d5600-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-16.9824
842,842,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/7885a900-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-20.738737
843,843,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/7b0994c0-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-22.304985
844,844,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/7d80af40-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-29.631218
845,845,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/802f2d70-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-18.945934
846,846,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/82b51500-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-21.211267
847,847,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/859810b0-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-21.041235
848,848,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/886a6a90-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-19.210592
849,849,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/8ae10fe0-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-22.217634
850,850,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/8d863f40-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-19.955156
851,851,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/906eb930-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-18.03534
852,852,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/934a3ad0-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-19.352718
853,853,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/9618c420-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-27.682873
854,854,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/996445a0-454b-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-14.866157
855,855,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/9bdc4a80-454b-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-19.01923
856,856,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/9e1aefe0-454b-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-18.269613
857,857,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/a0c09470-454b-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-19.741407
858,858,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/a390cb70-454b-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-19.773748
859,859,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/a6137eb0-454b-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-19.81998
860,860,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/a7f5ac30-454b-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-20.655386
861,861,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/aa01a8d0-454b-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-21.49879
862,862,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/03801ef0-454c-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-20.029398
863,863,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/05b3a0c0-454c-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-19.320204
864,864,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/07ca4bc0-454c-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-15.761032
865,865,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/0a2293a0-454c-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-15.920401
866,866,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/0cb74840-454c-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-17.692173
867,867,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/0fbd0e30-454c-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-18.166897
868,868,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/12e9bd10-454c-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-18.4255
869,869,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/710ba390-454c-11e9-aa52-bf2189a03a60.wav,activate,music,3,1,2,9,1,1,-19.591803
870,870,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/73637640-454c-11e9-aa52-bf2189a03a60.wav,activate,music,3,1,2,9,1,1,-17.696444
871,871,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/af259e60-454c-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-16.800032
872,872,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/b14941b0-454c-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-15.0381365
873,873,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/b381f3a0-454c-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-15.303883
874,874,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/b5a6cf70-454c-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-16.999634
875,875,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/b7bcb720-454c-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-16.828579
876,876,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/b9dd4d30-454c-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-17.672184
877,877,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/bc5f1610-454c-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-16.306164
878,878,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/bf0a8700-454c-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-15.935564
879,879,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/c11b8cb0-454c-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-18.781351
880,880,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/c34c0140-454c-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-17.566141
881,881,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/013ec500-454d-11e9-aa52-bf2189a03a60.wav,deactivate,lights,3,1,2,9,1,1,-18.657967
882,882,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/03559710-454d-11e9-aa52-bf2189a03a60.wav,change language,none,3,1,2,9,1,1,-19.407001
883,883,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/07648fa0-454d-11e9-aa52-bf2189a03a60.wav,activate,music,3,1,2,9,1,1,-19.530802
884,884,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/0980b8e0-454d-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-18.998466
885,885,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/1297fe20-454d-11e9-aa52-bf2189a03a60.wav,deactivate,lights,3,1,2,9,1,1,-18.370882
886,886,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/14f1f3b0-454d-11e9-aa52-bf2189a03a60.wav,deactivate,lights,3,1,2,9,1,1,-19.785582
887,887,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/16f42c50-454d-11e9-aa52-bf2189a03a60.wav,deactivate,lights,3,1,2,9,1,1,-20.104586
888,888,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/18f92410-454d-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-22.250849
889,889,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/1b14ff30-454d-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-19.973772
890,890,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/1fb78530-454d-11e9-aa52-bf2189a03a60.wav,increase,volume,3,1,2,9,1,1,-18.369492
891,891,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/22065730-454d-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-19.712328
892,892,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/24579a30-454d-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-18.613794
893,893,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/2746cae0-454d-11e9-aa52-bf2189a03a60.wav,decrease,volume,3,1,2,9,1,1,-18.467604
894,894,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/29c908f0-454d-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-17.193684
895,895,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/2c343c90-454d-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-16.440777
896,896,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/2e420df0-454d-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-21.322851
897,897,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/30461b50-454d-11e9-aa52-bf2189a03a60.wav,increase,heat,3,1,2,9,1,1,-19.24212
898,898,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/32b0d9c0-454d-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-17.166037
899,899,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/351b7120-454d-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-17.792809
900,900,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/372ee7d0-454d-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-19.262642
901,901,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/393b0b80-454d-11e9-aa52-bf2189a03a60.wav,decrease,heat,3,1,2,9,1,1,-17.22347
902,902,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/3f37f160-454d-11e9-aa52-bf2189a03a60.wav,activate,music,3,1,2,9,1,1,-21.633875
903,903,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/415be2d0-454d-11e9-aa52-bf2189a03a60.wav,activate,music,3,1,2,9,1,1,-19.996103
904,904,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/4356a160-454d-11e9-aa52-bf2189a03a60.wav,activate,music,3,1,2,9,1,1,-18.991087
905,905,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/456472c0-454d-11e9-aa52-bf2189a03a60.wav,activate,music,3,1,2,9,1,1,-18.803333
906,906,dsl_data/audio/speakers/7NEaXjeLX3sg3yDB/9db2cd50-454d-11e9-aa52-bf2189a03a60.wav,deactivate,lights,3,1,2,9,1,1,-18.575453
907,907,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/f7554360-4593-11e9-9600-8f19ade2128c.wav,deactivate,lights,3,1,2,12,1,0,-22.682665
908,908,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/f982aab0-4593-11e9-9600-8f19ade2128c.wav,change language,none,3,1,2,12,1,0,-22.893555
909,909,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/fd985a00-4593-11e9-9600-8f19ade2128c.wav,activate,music,3,1,2,12,1,0,-25.781178
910,910,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/ffe53030-4593-11e9-9600-8f19ade2128c.wav,decrease,volume,3,1,2,12,1,0,-22.793188
911,911,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/08c55fe0-4594-11e9-9600-8f19ade2128c.wav,deactivate,lights,3,1,2,12,1,0,-23.052792
912,912,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/0b16a2e0-4594-11e9-9600-8f19ade2128c.wav,deactivate,lights,3,1,2,12,1,0,-24.485792
913,913,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/0d571d00-4594-11e9-9600-8f19ade2128c.wav,deactivate,lights,3,1,2,12,1,0,-24.696154
914,914,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/0f605a80-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-22.838064
915,915,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/119c40c0-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-23.909033
916,916,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/14445650-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-23.483362
917,917,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/16d20610-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-22.4345
918,918,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/19214d40-4594-11e9-9600-8f19ade2128c.wav,decrease,volume,3,1,2,12,1,0,-22.716105
919,919,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/1ba84640-4594-11e9-9600-8f19ade2128c.wav,decrease,volume,3,1,2,12,1,0,-21.657806
920,920,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/1de67670-4594-11e9-9600-8f19ade2128c.wav,decrease,volume,3,1,2,12,1,0,-21.397024
921,921,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/204fd550-4594-11e9-9600-8f19ade2128c.wav,increase,heat,3,1,2,12,1,0,-23.46448
922,922,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/22988cd0-4594-11e9-9600-8f19ade2128c.wav,increase,heat,3,1,2,12,1,0,-22.14676
923,923,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/24d6e410-4594-11e9-9600-8f19ade2128c.wav,increase,heat,3,1,2,12,1,0,-25.340683
924,924,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/273baf10-4594-11e9-9600-8f19ade2128c.wav,increase,heat,3,1,2,12,1,0,-22.650316
925,925,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/299ecc60-4594-11e9-9600-8f19ade2128c.wav,decrease,heat,3,1,2,12,1,0,-22.567036
926,926,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/2c1a7ac0-4594-11e9-9600-8f19ade2128c.wav,decrease,heat,3,1,2,12,1,0,-22.36956
927,927,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/305c6a30-4594-11e9-9600-8f19ade2128c.wav,decrease,heat,3,1,2,12,1,0,-24.023506
928,928,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/3aa92230-4594-11e9-9600-8f19ade2128c.wav,activate,music,3,1,2,12,1,0,-22.779837
929,929,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/3cb7ddf0-4594-11e9-9600-8f19ade2128c.wav,activate,music,3,1,2,12,1,0,-23.36583
930,930,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/3eab2270-4594-11e9-9600-8f19ade2128c.wav,activate,music,3,1,2,12,1,0,-23.376726
931,931,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/8da46b70-4594-11e9-9600-8f19ade2128c.wav,deactivate,lights,3,1,2,12,1,0,-23.04589
932,932,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/c143c070-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-25.704052
933,933,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/c36d7e40-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-24.311935
934,934,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/c570c850-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-25.821438
935,935,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/c77d3a20-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-22.33207
936,936,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/c98e8df0-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-24.222101
937,937,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/ce1f87c0-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-22.55694
938,938,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/d07bee50-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-21.499697
939,939,dsl_data/audio/speakers/8e5qRjN7dGuovkRY/d2a955a0-4594-11e9-9600-8f19ade2128c.wav,increase,volume,3,1,2,12,1,0,-32.13628
